title,year,rating,votes,genres,plot,imdb_id
Memories of Matsuko,2006.0,7.8,8964.0,"Comedy,Drama,Musical,Mystery","When Matsuko is murdered, her nephew, Sho, gets to progressively unveil the many details of her mysterious past, discovering she wasn't just a forgotten outcast and had led an intriguing yet bizarre life.",tt0768120
The Poseidon Adventure,1972.0,7.1,50397.0,"Action,Adventure,Drama,Thriller",A group of passengers must embark on a harrowing struggle for survival after a rogue wave capsizes their cruise ship at sea.,tt0069113
The Age of Innocence,1993.0,7.2,69831.0,"Drama,Romance","A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",tt0106226
The Mackintosh Man,1973.0,6.3,5340.0,Thriller,"A member of British Intelligence assumes a fictitious criminal identity and allows himself to be caught, imprisoned, and freed in order to infiltrate a spy organization and expose a traitor.",tt0070351
Johnny Tremain,1957.0,6.4,1994.0,"Adventure,Family,War","Johnny Tremain is drawn into the Revolutionary War, and becomes a patriot fighting to free the colonies from England. Along the way he learns about life and about himself.",tt0050567
The Great Meadow,1931.0,5.9,156.0,"Drama,Romance,Western","Berk leaves Diony and their baby to hunt down his mother's murderer and is believed to be dead. Evan provides for them & marries Diony. Berk returns and challenges Evan to a fight but Diony will not be fought over ""as if I'm not human"".",tt0021928
The Avenging Conscience,1914.0,6.4,1483.0,"Crime,Drama,Horror","Prevented from dating his sweetheart by his uncle, a young man turns his thoughts to murder.",tt0003643
Groove Room 3D,1975.0,4.7,313.0,Comedy,"A Victorian aristocrat unknowingly acquires a former asylum with secret passages inhabited by Jack the Ripper, intending to turn it into a romantic retreat.",tt0072773
Paper Lion,1968.0,6.2,1260.0,"Comedy,Sport","Sportswriter George Plimpton poses as a rookie quarterback for the Detroit Lions for a ""Sports Illustrated"" article.",tt0063410
Umrao Jaan,1981.0,7.7,1156.0,"Drama,Musical,Romance","In Faizabad, British India, Dilawar is sentenced to several years in prison after Amiran's Daroga dad testifies against him. After his discharge around 1840, he extracts his vengeance by abducting Amiran and selling to a brothel madam. It is here Amiran will be re-named Umrao Jaan. Years later, Umrao has grown up and is an accomplished poetess as well as dancer extraordinary. She has many patrons, chief amongst them are Nawab Sultan and his father. The young Nawab is smitten by Umrao's beauty and her poems, but is finally forced to marry a girl of his mother's choice, leaving behind a heart-broken and devastated Umrao, who seeks solace in the arms of Faiz Ali and finally elopes with him, only to find out that he is a wanted bandit, and is shot down and killed by guards. Umrao re-locates to Kanpur where she establishes herself as a Poet and dancer, but is hunted down by brothel-keepers, Gohar Mirza and Husseini and brought back, where she is told that she must marry Gohar. Watch what Umrao does to escape from being married against her will, and her attempts to try and find her way back to her parents.—rAjOo (gunwanti@hotmail.com)",tt0083248
The Adventures of Huckleberry Finn,1939.0,6.8,1467.0,"Adventure,Drama,Family","To avoid his abusive father, a rambunctious boy rafts the Mississippi River with a slave, encountering many wild characters.",tt0031020
Nastasja,1997.0,7.1,139432.0,"Animation,Adventure,Drama,Family,Fantasy,Musical,Mystery,Romance","The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",tt0118617
Frankenstein: The True Story,1973.0,7.1,2086.0,"Drama,Horror,Sci-Fi","When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",tt0070074
The Counterfeiters,2007.0,7.5,47648.0,"Crime,Drama,History,War","The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during World War II.",tt0813547
Uranus,2024.0,7.8,4049.0,"Drama,Romance,Sci-Fi","Love is deeper than the ocean, and bigger than the universe.",tt28766949
Maya Memsaab,1993.0,5.4,2428.0,"Drama,Mystery,Romance","A beautiful, wealthy woman's insatiable appetite for romance leads to tragedy and a police investigation.",tt0137100
"My Son, My Son!",2021.0,6.0,16966.0,"Crime,Drama,Mystery,Thriller",Edmond Murray searches for answers deep in the Highlands after receiving a frantic call from his ex-wife that their seven-year-old son went missing from a campsite.,tt13234058
The Lost Honour of Katharina Blum,2016.0,,,,,tt30081140
Tante Pose,1940.0,6.6,443.0,"Comedy,Family","Under julefeiringen hos sorenskriver Bals blir det hemmelig forlovelse mellom to av hans vakre døtre og to studenter på julebesøk. Husdragen, tante Pose, spionerer på de unge. Tante Pose vil også gjerne bli gift, og kaster seg over den blyge sakfører Plum. Han redder seg i siste liten, og så blir det rett fra for de unge.—Ørnås",tt0033134
Sonny Boy,2021.0,7.6,2239.0,"Animation,Drama,Mystery,Sci-Fi",A group of students on summer vacation find themselves transported to another dimension and granted superpowers to survive there.,tt14642342
The Bat,2022.0,7.8,845484.0,"Action,Crime,Drama,Mystery,Thriller","When a sadistic serial killer begins murdering key political figures in Gotham, the Batman is forced to investigate the city's hidden corruption and question his family's involvement.",tt1877830
The Reluctant Dragon,1941.0,6.7,3962.0,"Animation,Comedy,Family",Humorist Robert Benchley learns about the animation process at Walt Disney Studios while trying to find the great man himself to pitch him the idea of making a cartoon about a shy dragon.,tt0034091
Sherlock Holmes: A Game of Shadows,2011.0,7.4,488138.0,"Action,Adventure,Mystery","Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",tt1515091
The Raven,2012.0,6.4,89007.0,"Crime,Mystery,Thriller","When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.",tt1486192
My Name is Julia Ross,1945.0,7.0,3869.0,"Crime,Drama,Film-Noir,Mystery,Thriller","Julia Ross secures employment through a rather nosy employment agency with a wealthy widow, Mrs. Hughes, and goes to live at her house. 2 days later, she awakens - in a different house, in different clothes and with a new identity. She's told she is the daughter-in-law of Mrs. Hughes and has suffered a nervous breakdown. Is Julia really 'Julia', or is it true that she's lost all memory of who she is?—Les Adams <longhorn1939@suddenlink.net>",tt0037932
Tarzan and the Lost City,1998.0,4.0,2397.0,"Action,Adventure,Family,Fantasy",Tarzan returns to his homeland of Africa to save his home from destruction.,tt0120856
Tennessee's Partner,1955.0,6.5,785.0,"Action,Drama,Romance,Western","In a California mining town, a gold miner, a saloon gambler and a cat-house madam strike an odd alliance revolving around a gold mine claim.",tt0048707
Jane Eyre,2011.0,7.3,94476.0,"Drama,Mystery,Romance",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,tt1229822
The Inspector General,1949.0,6.7,3656.0,"Comedy,Musical,Romance",A town's corrupt officials think a fool is actually an investigator in disguise.,tt0041509
Get Carter,1971.0,7.3,37807.0,"Crime,Thriller","When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.",tt0067128
Waterloo Bridge,1940.0,7.7,11210.0,"Drama,Romance,War",Myra and Roy meet and fall in love on Waterloo Bridge during an air raid. Their love will be one of the war's unspoken casualties.,tt0033238
Casino,1995.0,8.2,580334.0,"Crime,Drama","In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",tt0112641
Hana Yori Dango,2005.0,8.0,3699.0,"Comedy,Drama,Romance","Makino Tsukushi is an ordinary student at Eitoku Gakuen, a school for the ridiculously rich and privileged which is ruled by the Flower 4, or otherwise known as the F4, a group of four boys who come from extremely powerful families.",tt0489597
The Ninth Gate,1999.0,6.7,201881.0,"Mystery,Thriller",A dealer of rare books finds himself at the heart of a string of paranormal events when he is hired to find the last two copies of a text capable of summoning the devil.,tt0142688
2010: The Year We Make Contact,2010.0,,,"Short,Comedy",A team of golden age Hollywood screenwriters pitch a series of ideas to a studio head.,tt8134014
Miss Julie,2014.0,5.5,6300.0,"Drama,Romance","Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",tt2667960
The Time Machine,2002.0,6.0,132210.0,"Action,Adventure,Sci-Fi","Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",tt0268695
Fail-Safe,1964.0,8.0,25445.0,"Drama,Thriller",A technical malfunction sends American planes to Moscow to deliver a nuclear attack. Can all-out war be averted?,tt0058083
End of the Game,1975.0,7.3,59.0,"Short,Drama","Robin Lehman presents an intimate view of the panorama of African wildlife, giving a sense of what it is really like to be there, and in a dramatic climax makes a poignant plea for conservation. Filmed in Zaire, Kenya and Tanzania, the film takes the viewer from deep inside an anthill, to the majestic giraffes suckling their young, african storms, dung beetle ritual dances, duels for supremacy, feeding time and playtime all end, as the animals disappear one by one while the sound of a rifle shatters the existing magic of life.—Phoenix Learning Group",tt0072939
Sayonara,2024.0,7.1,431.0,"Drama,Romance","Saeko falls into deep despair after her boyfriend Yusuke dies in a car accident. A few months later, she meets Naruse who received heart transplant from Yusuke and now he feels something for Saeko in his heart.",tt29103836
Scaramouche,1952.0,7.5,6494.0,"Action,Adventure,Comedy,Drama,Romance","In France during the late 18th Century, a man sets out to avenge the death of his friend at the hands of a master swordsman.",tt0045125
Floods of Fear,1958.0,6.5,305.0,"Action,Adventure,Crime,Drama,Thriller",Two inmates working to shore up a dike during a severe flood are swept away in the current along with their guard. The three of them wind up in an isolated house whose flooded interior contains a frightened woman.,tt0052812
The Honorary Consul,1983.0,5.7,1607.0,"Drama,Romance,Thriller","During the Dirty War, a half-English doctor in Argentina befriends the police, the rebels and the alcoholic Honorary British Consul, whose Latino wife he seduces. When the consul is mistakenly kidnapped by the rebels, he must pick a side.",tt0085236
Heaven Sword and Dragon Sabre,1978.0,5.8,142.0,"Action,Drama","A young man learns about the secrets hidden in the Heavenly Sword and the Dragon Sabre to become the head of the Kung-Fu world, while unifying the Chinese Zoroastrianism Cult, and eventually overthrows the Mongolian Dynasty.",tt0077664
